# BOBA Playbook pHash index — generated by scripts/build_phash_index.py
# Cards: 9538 · Format: bobaId|<16-hex-char> (LSB-first 64-bit pHash)
# Browser-side hash MUST stay in sync with computeFramePhash in js/app.js.
51-Tattoo-Base Set-First Edition-STEEL|668c1af64f346ca9
52-Laviathan-Base Set-First Edition-FIRE|129ec6e6b4bc498b
52-Ozzmosis-Base Set-First Edition-FIRE|3bb29235c6b6c689
52-Superbaby-Base Set-First Edition-FIRE|66ac87fc079cd883
53-Breeze-Base Set-First Edition-FIRE|7cbc0617b5dc4a89
53-DeKap-Base Set-First Edition-FIRE|0b1e6df9383cc683
53-Superbaby-Base Set-First Edition-ICE|ce2996dc2f9cd803
54-Bell-Camp-Base Set-First Edition-FIRE|bbe53c3cc196c609
54-Gravedigger-Base Set-First Edition-FIRE|9e6b469c4d36b1a1
54-Superbaby-Base Set-First Edition-STEEL|4e2926dead96d829
55-Bangford-Base Set-First Edition-FIRE|3bc616b166f7c209
55-D-Hop-Base Set-First Edition-FIRE|6c8eb4b6cd8c06b9
55-Jeesaw-Base Set-First Edition-FIRE|f28e0dabea9e1521
56-Alien-Base Set-First Edition-FIRE|d2996434599e879b
56-Forcefield-Base Set-First Edition-FIRE|c92d6674b883c6b9
56-Jeesaw-Base Set-First Edition-ICE|8ae465b5ea3e0da1
57-Amoeba-Base Set-First Edition-FIRE|27463b96cebce403
57-Jeesaw-Base Set-First Edition-STEEL|9e95f5b40abe6501
57-Portalize-Base Set-First Edition-FIRE|9c1d76b6c9d80723
58-Action-Base Set-2026 Edition-FIRE|2dd61abc45baf803
58-Tongue-Twister-Base Set-First Edition-FIRE|314246b677dcce23
58-Torque-Base Set-First Edition-FIRE|7a23c61e5be4a4b1
59-Go-Cart-Base Set-First Edition-FIRE|99b4ad98627ecc83
59-Risarcher-Base Set-First Edition-FIRE|18ac66f4cf96e08b
59-Tongue-Twister-Base Set-First Edition-ICE|70c0ceb676d44e8b
6-Matata-Base Set-First Edition-STEEL|3cb9d2bc4d9c9a21
6-Warden-Base Set-First Edition-FIRE|431c5be63633cd89
6-Wargod-Base Set-First Edition-FIRE|dc1932ec69938b99
60-Castler-Base Set-First Edition-FIRE|9b9c39968e34662b
60-Sarrtillery-Base Set-First Edition-FIRE|06b81cf4f49ee323
60-Tongue-Twister-Base Set-First Edition-STEEL|f0d412f566b4ca8b
61-Halo-Base Set-First Edition-FIRE|2fa40ae07a9ef529
61-LeBoss-Base Set-First Edition-ICE|4681d1acbcbc4f93
61-Maverick-Base Set-First Edition-ICE|96ed4ead6196c829
62-Gaveler-Base Set-2026 Edition-ICE|3c8cf470e792c783
62-Halo-Base Set-First Edition-ICE|27accae06a9ef521
62-Merlomes-Base Set-First Edition-ICE|ba2d6494a7b49e0b
63-Chosen-Base Set-First Edition-ICE|c535968e6eb61139
63-Halo-Base Set-First Edition-STEEL|2ea44a38cb7e7583
63-Victory-Base Set-2026 Edition-ICE|63725c9ee694cd21
64-Dijon-Base Set-First Edition-ICE|59cd3632ca3c6d89
64-Eagle-Eye-Base Set-First Edition-FIRE|4e9e3c76f15003ab
64-Midas-Base Set-First Edition-ICE|97a6b40665d25ea9
65-Bison-Base Set-First Edition-ICE|9ae11e1ee6b46929
65-Crosbow-Base Set-First Edition-ICE|b7274aa4441cefa3
65-Eagle-Eye-Base Set-First Edition-ICE|0cbc333e7cd083ab
66-Eagle-Eye-Base Set-First Edition-STEEL|663e32b6e7804e8b
66-Warden-Base Set-First Edition-ICE|1ecc52b7461ec9a9
66-Wargod-Base Set-First Edition-ICE|326570b9b9960b3b
67-Donny Buckets-Base Set-First Edition-ICE|96d964a61d74e2a9
67-PB Buckets-Base Set-First Edition-ICE|1bcd0eb6631ec8a3
67-Turntable-Base Set-First Edition-FIRE|ee0d77e482b4cc23
68-Skuba-Base Set-First Edition-ICE|3ac9e6b49c36c689
68-Turntable-Base Set-First Edition-ICE|782716bca98ec6a3
68-Warp-Base Set-First Edition-ICE|722dc4b66ed68c89
69-Haliburst-Base Set-First Edition-ICE|3987563c9cb4c783
69-Harpoon-Base Set-First Edition-ICE|b223768c267ec9a9
69-Turntable-Base Set-First Edition-STEEL|282597f4a88ecf2b
7-Donny Buckets-Base Set-First Edition-FIRE|9ec966a61956c2b9
7-Gaveler-Base Set-First Edition-FIRE|72ae4f900cb4eb2b
7-PB Buckets-Base Set-First Edition-FIRE|27946fd69c32c629
70-Bandelero-Base Set-First Edition-FIRE|fc8ccab60b9cc683
70-Dart-Board-Base Set-First Edition-ICE|1ba5b6306436e78b
70-Mustang-Base Set-First Edition-ICE|2689c4f4f2be0f43
71-Bandelero-Base Set-First Edition-ICE|76879e74273c4a83
71-Dumper-Base Set-First Edition-ICE|32c71e3dac9a6323
71-Jaybird-Base Set-First Edition-ICE|dbe446842776d88b
72-Bandelero-Base Set-First Edition-STEEL|66a7caf4969c4989
72-J-Jetts-Base Set-First Edition-ICE|ce0b32f04fbcf00b
72-Switchblade-Base Set-First Edition-ICE|d3e61e2cec92e503
73-Cupid-Base Set-2026 Edition-ICE|1be7369c7c32ca09
73-Marverati-Base Set-First Edition-FIRE|1ea50fb47e96c10b
73-Merri-Go-Round-Base Set-First Edition-ICE|1ae5c6cc7836632b
74-Air Ace-Base Set-First Edition-ICE|5b2986947336ee29
74-Marverati-Base Set-First Edition-ICE|4bf10eb48796e0ab
74-Shystep-Base Set-First Edition-ICE|d6cfd69cc08c4b0b
75-Marverati-Base Set-First Edition-STEEL|2fb45ee5871cd083
75-Maxed Out-Base Set-First Edition-ICE|1a5f66b1e80e47b1
75-Ram-Base Set-First Edition-ICE|7e86b635599c6321
76-Action-Base Set-First Edition-FIRE|4eac96960f9cf883
76-Freakshow-Base Set-First Edition-ICE|1a8e8d9c5676e3a1
76-King Tuck-Base Set-First Edition-ICE|729a9e88e1bc6e23
77-Action-Base Set-First Edition-ICE|6ea49e7ce31c5883
77-Lightningrod-Base Set-First Edition-ICE|aca7d2ac169669a9
77-Macho-Base Set-First Edition-ICE|69e5961c64b4cba9
78-Action-Base Set-First Edition-STEEL|4ee41e7c671c98a3
78-Bayou-Base Set-First Edition-ICE|74adda7c863c6883
78-Gladiator-Base Set-First Edition-ICE|36611cb4e736cc8b
79-BrockNess-Base Set-First Edition-ICE|de9c66a4873ce883
79-McArmyKnife-Base Set-First Edition-ICE|3633c2bc6d9cc323
79-Vampire-Base Set-First Edition-FIRE|f22e2c9cd95869a9
8-Gaveler-Base Set-First Edition-ICE|f28e1e9c049cdb2b
8-Skuba-Base Set-First Edition-FIRE|c3dc219c66b6dc23
8-Warp-Base Set-First Edition-FIRE|1a3d9cf4788e8783
80-Fungi-Base Set-2026 Edition-ICE|3207d8bd7634ce83
80-Tigre-Base Set-First Edition-ICE|62e38caccb1e3aa9
80-Vampire-Base Set-First Edition-ICE|724e2c3cd95a69a9
81-Cheetah-Base Set-First Edition-ICE|b5a18e3e66a44d8b
81-Vampire-Base Set-First Edition-STEEL|f22d2cbccd5c29a1
81-Wattage-Base Set-First Edition-ICE|332766b4a49ecb0b
82-Gunner-Base Set-First Edition-ICE|3ece9c95473e6901
82-Jeeves-Base Set-First Edition-FIRE|6c37969617b46c29
82-Spider-Base Set-First Edition-ICE|d5844a67be9e61a1
83-Crews-Missle-Base Set-First Edition-ICE|73e48c6c4c9e63a3
83-Jeeves-Base Set-First Edition-ICE|f9ec52b20e3cc989
83-Marksman-Base Set-First Edition-ICE|315664b164dccf33
84-D-Harp-Base Set-First Edition-ICE|3ae1d6b9449c6b23
84-Jeeves-Base Set-First Edition-STEEL|2c253696d3f66c29
84-Unibrow-Base Set-First Edition-ICE|3c84c63c369ec3e3
85-Carroller-Base Set-First Edition-FIRE|4f0e9a9cfeb44123
85-Exterminaber-Base Set-First Edition-ICE|362996b4f9ce422b
85-Jeanetic-Base Set-First Edition-ICE|13b53abbe294c12b
86-Bomber-Base Set-First Edition-ICE|36a78ed61b164669
86-Carroller-Base Set-First Edition-ICE|44bc9e9ebcb44383
86-Doublecheck-Base Set-2026 Edition-ICE|36678e99c4b6c383
87-Caliber-Base Set-2026 Edition-ICE|318cf6394b96ce89
87-Carroller-Base Set-First Edition-STEEL|66361e9c3eb4c781
87-Juice-Base Set-First Edition-ICE|968f463c19a66d39
88-Attak-Base Set-First Edition-ICE|18f3e62c4ddcc919
88-Draco-Base Set-First Edition-FIRE|3771563828b6f323
88-Escape Artist-Base Set-First Edition-ICE|33a78eb793b0c283
89-ChetMate-Base Set-First Edition-ICE|362dc6bc06964bb9
89-Draco-Base Set-First Edition-ICE|3eb114542abef721
89-J-Cam-Base Set-First Edition-ICE|33cbccb4ec3c6603
9-Gaveler-Base Set-First Edition-STEEL|b28fc634099ccbab
9-Haliburst-Base Set-First Edition-FIRE|b3763736cc984623
9-Harpoon-Base Set-First Edition-FIRE|96b96c8e667c4929
90-Draco-Base Set-First Edition-STEEL|3f751628a896e32b
90-Generator-Base Set-First Edition-ICE|3baa3e94c29ee503
90-Phoenix-Base Set-First Edition-ICE|1be566325adca583
91-Cha-Ching-Base Set-First Edition-FIRE|eca425d4d6eeea01
91-Lieutenant-Base Set-First Edition-ICE|d824c4ace7364f8b
91-Tattoo-Base Set-2026 Edition-ICE|b6a45c9c4d3ce623
92-Brawn-Base Set-First Edition-ICE|f2811ef6ce386683
92-Cha-Ching-Base Set-First Edition-ICE|9db8659631b6ca29
92-Snowbear-Base Set-First Edition-ICE|ca8c96e74f1ea2a1
93-Boltage-Base Set-First Edition-ICE|52496c9d9686cf39
93-Cha-Ching-Base Set-First Edition-STEEL|ddb4271e70eeca01
93-Cicada-Base Set-First Edition-ICE|3a8df4b4e23e4e03
94-Courthouse-Base Set-First Edition-ICE|919c5ae1865ae9a7
94-Librarian-Base Set-First Edition-ICE|f2ee1a825e34e589
94-Time-Base Set-First Edition-FIRE|cc8933b64e5ce2a9
95-Aeronaut-Base Set-First Edition-ICE|d88726b45e96cb89
95-Bandelero-Base Set-2026 Edition-ICE|1984cc31e6bccfa3
95-Time-Base Set-First Edition-ICE|d6596cb4971ce8a1
96-Kettle-Bell-Base Set-First Edition-ICE|3926d69f63b0cc89
96-Sabotage-Base Set-First Edition-ICE|3cad229c4e36b789
96-Time-Base Set-First Edition-STEEL|4ebd92b40cfce289
97-Fungi-Base Set-First Edition-FIRE|ec648cb026dc7b33
97-JacHammer-Base Set-First Edition-ICE|93613e96b336c48b
97-Mic'd Up-Base Set-First Edition-ICE|32cbcdb64ebc2283
98-BaldWing-Base Set-First Edition-ICE|dbc60e1e6e94c523
98-Fungi-Base Set-First Edition-ICE|ec4698b006fc7b33
98-Jambox-Base Set-First Edition-ICE|f8bcdcac66320b89
99-Fungi-Base Set-First Edition-STEEL|ac668ebc26ccc933
99-Rook-Base Set-First Edition-ICE|36e5fe3a301e4721
99-Simon Says-Base Set-First Edition-ICE|3826d68f279cc9a3
AAA-12-Ante-de-something A-Inspired Ink Battlefoil-Alex Antetokounmpo Debut-BRAWL|cc8343784903b7fd
ABF-1-Bojax-Alpha Battlefoil-2026 Founding Hero-HEX|99875e3c699c23a3
ABF-10-Rocket-Alpha Battlefoil-Roger Clemens Debut-HEX|d60d3cb6c60e39b1
ABF-100-J-Cam-Alpha Battlefoil-First Edition-HEX|1c17e61c23e6ce99
ABF-101-Generator-Alpha Battlefoil-First Edition-HEX|3ee25a3cc28e6593
ABF-102-Tattoo-Alpha Battlefoil-2026 Edition-HEX|96c37c3c69c68783
ABF-103-Brawn-Alpha Battlefoil-First Edition-HEX|7c649e994e262b99
ABF-104-Cicada-Alpha Battlefoil-First Edition-HEX|3685dc3962ce8f31
ABF-105-Courthouse-Alpha Battlefoil-First Edition-HEX|9c8d1664ced2a39d
ABF-106-Bandelero-Alpha Battlefoil-2026 Edition-HEX|3213fc1ca4e64bb9
ABF-107-Kettle-Bell-Alpha Battlefoil-First Edition-HEX|9c8d5ebccbc23131
ABF-108-JacHammer-Alpha Battlefoil-First Edition-HEX|27c91e346d8ea13b
ABF-109-BaldWing-Alpha Battlefoil-First Edition-HEX|166d1bbe6e64c113
ABF-11-Troy of Dallas-Alpha Battlefoil-Troy Aikman Debut-HEX|2667d67c6c968319
ABF-12-Cheryl Bomb-Alpha Battlefoil-Cheryl Miller Debut-HEX|b4af7a1a526685b1
ABF-13-Nice Game Pretty Boy-Alpha Battlefoil-Keith Hernández Debut-HEX|9369cc9c2666a3b9
ABF-14-Big Papi-Alpha Battlefoil-David Ortiz Debut-HEX|a4e4de1e43c6a939
ABF-15-King Felix-Alpha Battlefoil-Félix Hernández Debut-HEX|6cad96a60c9ce3a3
ABF-16-Peppers-Alpha Battlefoil-Julius Peppers Debut-HEX|96387ca5c35e27a1
ABF-17-King Henrik-Alpha Battlefoil-Henrik Lundqvist Debut-HEX|3cd97637c2c40b1b
ABF-18-Destroya-Alpha Battlefoil-Patrick Ewing Debut-HEX|36c35e3c6b0c8d99
ABF-19-Big Geo-Alpha Battlefoil-Craig Biggio Debut-HEX|b4837a74c6dc0f13
ABF-2-The Kid-Alpha Battlefoil-Cover Hero-HEX|2cadf2965836a789
ABF-20-Bags-Alpha Battlefoil-Jeff Bagwell Debut-HEX|32bc6ca7c61e2999
ABF-21-Goofin' Off-Alpha Battlefoil-Adrián Beltré Debut-HEX|34a7ce36668c9993
ABF-22-Mr. October-Alpha Battlefoil-Reggie Jackson Debut-HEX|6326168dec36e38b
ABF-23-Tigre-Alpha Battlefoil-Miguel Cabrera Unmasked-HEX|26e51e9ccb86e919
ABF-24-Senior-Alpha Battlefoil-Ken Griffey Sr. Debut-HEX|36211e9cf36c0db3
ABF-25-Ramponage-Alpha Battlefoil-Christie Pearce Rampone Debut-HEX|861c7cecc796a329
ABF-26-Fingers-Alpha Battlefoil-Rollie Fingers Debut-HEX|9ac3e63c69868e39
ABF-27-Gator-Alpha Battlefoil-Steve Spurrier Debut-HEX|9ec93eb6cc3c7101
ABF-28-ECKS-Alpha Battlefoil-Dennis Eckersley Debut-HEX|b6c9d8b4e61c29a3
ABF-29-All day-Alpha Battlefoil-Adrian Peterson Debut-HEX|ccc7369c4e3683a9
ABF-3-Dr. J-Alpha Battlefoil-Julius Erving Debut-HEX|e18c981147b6afab
ABF-30-Smoltzie-Alpha Battlefoil-John Smoltz Debut-HEX|1c27f69e2266cd19
ABF-31-Pudge-Alpha Battlefoil-Carlton Fisk Debut-HEX|930e7eb6c94c61a3
ABF-32-Vlad the Impaler-Alpha Battlefoil-Vladimir Guerrero Sr. Debut-HEX|36acd636e3c02da3
ABF-33-Billhook-Alpha Battlefoil-Chauncey Billups Debut-HEX|3685dc3ce38c0f33
ABF-34-Mull & Bones-Alpha Battlefoil-Chris Mullin Debut-HEX|a38fd87c64668393
ABF-35-Bells-Alpha Battlefoil-George Bell Debut-HEX|26acd83136b6cf89
ABF-36-Rainestorm-Alpha Battlefoil-Tim Raines Debut-HEX|31c3ce19e6f623a1
ABF-37-The Red Baron-Alpha Battlefoil-Rick Sutcliffe Debut-HEX|a689de360ccc63b3
ABF-38-JAW-JAW-Alpha Battlefoil-Ron Jaworski Debut-HEX|6e939a8ce6766189
ABF-39-Gar-Alpha Battlefoil-Edgar Martinez Debut-HEX|34c7d63c2d96c929
ABF-4-Freakshow-Alpha Battlefoil-Giannis Antetokounmpo Unmasked-HEX|9e8472754b86e729
ABF-40-JPEG-Alpha Battlefoil-Jessica Pegula Debut-HEX|92c5783cc6c623bb
ABF-41-Captain Hook-Alpha Battlefoil-Jack Morris Debut-HEX|bc0f7636c7c82931
ABF-42-Hambone-Alpha Battlefoil-Jack Ham Debut-HEX|ec8d53760ea68939
ABF-43-Highway to Helton-Alpha Battlefoil-Todd Helton Debut-HEX|b89dda6626368b89
ABF-44-Tommy G-Alpha Battlefoil-Tom Glavine Debut-HEX|9861f49c73d60f29
ABF-45-Herro-Alpha Battlefoil-Tyler Herro Debut-HEX|34a4767f868c9b31
ABF-46-Bern Baby, Bern-Alpha Battlefoil-Bernie Williams Debut-HEX|960d5ad6b67c41a3
ABF-47-Altitude-Alpha Battlefoil-Jozy Altidore Debut-HEX|5a2cbc99da26e389
ABF-48-Eraser-Alpha Battlefoil-Alysha Clark Debut-HEX|2ccdb7965a582da1
ABF-49-Belladonna-Alpha Battlefoil-Elena Delle Donne Debut-HEX|b485de86c37c2933
ABF-5-Cruze Control-Alpha Battlefoil-Elly De La Cruz Unmasked-HEX|0fa156ada7d4e123
ABF-50-Shells-Alpha Battlefoil-Donnie Shell Debut-HEX|96875e3cce923329
ABF-51-Boston Strongboy-Alpha Battlefoil-Jim Rice Debut-HEX|66e6b6394b8613a9
ABF-52-Walk The Plank-Alpha Battlefoil-Doug Plank Debut-HEX|b2cc3c77c68c2333
ABF-53-Robin Hood-Alpha Battlefoil-Robin Yount Debut-HEX|969d5c2c4cdce323
ABF-54-Santa-Moss-Alpha Battlefoil-Santana Moss Debut-HEX|868d3696ce3e3383
ABF-55-Joystick-Alpha Battlefoil-Dante Hall Debut-HEX|bc2cd353ee962909
ABF-56-Perkolator-Alpha Battlefoil-Sam Perkins Debut-HEX|24addc9966648f8b
ABF-57-Ante-de-something T-Alpha Battlefoil-Thanasis Antetokounmpo Debut-HEX|b46d523d61d68339
ABF-58-Ante-de something K-Alpha Battlefoil-Kostas Antetokounmpo Debut-HEX|36add2b3cec22139
ABF-59-Ante-de-something A-Alpha Battlefoil-Alex Antetokounmpo Debut-HEX|960d7a3c6ec6c331
ABF-6-Burner-Alpha Battlefoil-Jalen Brunson Unmasked-HEX|1ea117b5ca7ee181
ABF-60-Mr. Clean-Alpha Battlefoil-Steve Garvey Debut-HEX|bc8c3636cccc6333
ABF-61-Rollin'-Alpha Battlefoil-Scott Rolen Debut-HEX|1cc9f2366cd88d27
ABF-62-Game Over-Alpha Battlefoil-Éric Gagné Debut-HEX|d4ce3e96ce6c2123
ABF-63-PG-D3-Alpha Battlefoil-Pierre Garçon Debut-HEX|3461d09cc4e6ef1b
ABF-64-Dunker-Alpha Battlefoil-John Starks Debut-HEX|06adde744d3c3983
ABF-65-Pauldron-Alpha Battlefoil-Paula Badosa Debut-HEX|b425ecfc66960b29
ABF-66-Game Time-Alpha Battlefoil-Jim Boeheim Debut-HEX|86877634d8dea3a1
ABF-67-Butterfly Sting-Alpha Battlefoil-First Edition-HEX|a48d56b6cae62339
ABF-68-Maverick-Alpha Battlefoil-First Edition-HEX|16e15b3ce686e11b
ABF-69-Mad Scientist-Alpha Battlefoil-First Edition-HEX|162d7ab6c6a63919
ABF-7-Unanimous Sandman-Alpha Battlefoil-Mariano Rivera Debut-HEX|988b56368fec6913
ABF-70-Alexander the Great-Alpha Battlefoil-First Edition-HEX|83f47c97633c8983
ABF-71-PB Buckets-Alpha Battlefoil-First Edition-HEX|87417ca4c6de3933
ABF-72-Maverick-Alpha Battlefoil-First Edition-HEX|9fa512bc8cbee103
ABF-73-Gaveler-Alpha Battlefoil-2026 Edition-HEX|98c5969f4c44cbb9
ABF-74-Victory-Alpha Battlefoil-2026 Edition-HEX|30e1de3663cc8d33
ABF-75-Dijon-Alpha Battlefoil-First Edition-HEX|3ccb2a20c3dc3db3
ABF-76-Crosbow-Alpha Battlefoil-First Edition-HEX|3b24f4f464868bb9
ABF-77-Warden-Alpha Battlefoil-First Edition-HEX|1ec9f6b24a4ce929
ABF-78-PB Buckets-Alpha Battlefoil-First Edition-HEX|07e45e3cd98e3133
ABF-79-Skuba-Alpha Battlefoil-First Edition-HEX|b4257cdc669e89a1
ABF-8-Gigante-Alpha Battlefoil-Pedro Martínez Debut-HEX|1c8ddd3926a631b9
ABF-80-Haliburst-Alpha Battlefoil-First Edition-HEX|9c3b36cecc3c1383
ABF-81-Dart-Board-Alpha Battlefoil-First Edition-HEX|0fec9618e6a6e929
ABF-82-Dumper-Alpha Battlefoil-First Edition-HEX|3c6f5616cce48999
ABF-83-Switchblade-Alpha Battlefoil-First Edition-HEX|0ee83e1363ecc50f
ABF-84-Cupid-Alpha Battlefoil-2026 Edition-HEX|360d5c36cbcc6c33
ABF-85-Air Ace-Alpha Battlefoil-First Edition-HEX|3eec563c4cc2e133
ABF-86-Maxed Out-Alpha Battlefoil-First Edition-HEX|a127f84e47b4b88b
ABF-87-King Tuck-Alpha Battlefoil-First Edition-HEX|96277298c3e60f99
ABF-88-Macho-Alpha Battlefoil-First Edition-HEX|33b19ec646b41b99
ABF-89-Gladiator-Alpha Battlefoil-First Edition-HEX|3ef14e8ee32c2193
ABF-9-Cousin-Alpha Battlefoil-Randy Quaid Debut-HEX|90c1d47c6e1e9b93
ABF-90-BrockNess-Alpha Battlefoil-First Edition-HEX|87e47eb46c168399
ABF-91-Fungi-Alpha Battlefoil-2026 Edition-HEX|928d7c67c39c9983
ABF-92-Wattage-Alpha Battlefoil-First Edition-HEX|ad867c74649e8b29
ABF-93-Gunner-Alpha Battlefoil-First Edition-HEX|3ccd969ccc3c3313
ABF-94-Marksman-Alpha Battlefoil-First Edition-HEX|3e6dd0b482a24f1f
ABF-95-D-Harp-Alpha Battlefoil-First Edition-HEX|0e911678c9bcfb83
ABF-96-Jeanetic-Alpha Battlefoil-First Edition-HEX|1fc946bcaa66e119
ABF-97-Doublecheck-Alpha Battlefoil-2026 Edition-HEX|9a8b663c59a6a399
ABF-98-Caliber-Alpha Battlefoil-2026 Edition-HEX|7c27b63c46b29919
ABF-99-Escape Artist-Alpha Battlefoil-First Edition-HEX|361d733386c61b99
BBF-10-Rocket-Blue Battlefoil-Roger Clemens Debut-ICE|3829d2c3d20ba9fd
BBF-10-Wizard-Blue Battlefoil-Ozzie Smith Debut-ICE|fac352c3e229295d
BBF-100-J-Cam-Blue Battlefoil-First Edition-ICE|d809ec9b69232775
BBF-100-Torque-Blue Battlefoil-First Edition-ICE|b4294283730fad7d
BBF-101-Generator-Blue Battlefoil-First Edition-ICE|72b9da21d1492d57
BBF-101-Risarcher-Blue Battlefoil-First Edition-ICE|3ea9586961038ddf
BBF-102-Sarrtillery-Blue Battlefoil-First Edition-ICE|18e95c69d80ba3d7
BBF-102-Tattoo-Blue Battlefoil-2026 Edition-ICE|b62179c949099777
BBF-103-Brawn-Blue Battlefoil-First Edition-ICE|b69958836871b15f
BBF-104-Cicada-Blue Battlefoil-First Edition-ICE|70836969f2c30dd7
BBF-105-Courthouse-Blue Battlefoil-First Edition-ICE|b80d5a61855b39d7
BBF-106-Bandelero-Blue Battlefoil-2026 Edition-ICE|498fc92932639dd5
BBF-107-Kettle-Bell-Blue Battlefoil-First Edition-ICE|7827d40b63431ddd
BBF-108-JacHammer-Blue Battlefoil-First Edition-ICE|72295a89394fa55d
BBF-109-BaldWing-Blue Battlefoil-First Edition-ICE|d2a1584971a9ad77
BBF-110-Rook-Blue Battlefoil-First Edition-ICE|7a2dd063b143857d
BBF-111-Camera-Blue Battlefoil-First Edition-ICE|3221d2cbc923addd
BBF-112-Homestead-Blue Battlefoil-First Edition-ICE|d8255b49034bad77
BBF-113-Scary-Blue Battlefoil-First Edition-ICE|f6c9c283c3093977
BBF-114-Canine-Blue Battlefoil-First Edition-ICE|70239b7289c336dd
BBF-115-Superbaby-Blue Battlefoil-2026 Edition-ICE|70817463d34b2ddd
BBF-116-Javalanche-Blue Battlefoil-2026 Edition-ICE|dc63c289314b1d77
BBF-117-Wild Bill-Blue Battlefoil-First Edition-ICE|72c90633d90f295f
BBF-118-Thorn-Blue Battlefoil-First Edition-ICE|7283e187624b9d75
BBF-119-Chiller-Blue Battlefoil-First Edition-ICE|f809619649a79779
BBF-120-Zephyr-Blue Battlefoil-First Edition-ICE|30c91ab3c307bd5d
BBF-121-Lumber-Blue Battlefoil-First Edition-ICE|b02356c3d9432ddd
BBF-122-Golden Bullet-Blue Battlefoil-First Edition-ICE|5839c849e9839777
BBF-123-Ozzmosis-Blue Battlefoil-First Edition-ICE|7a99d021e14b2d5f
BBF-124-DeKap-Blue Battlefoil-First Edition-ICE|58094be3782d83df
BBF-125-Bell-Camp-Blue Battlefoil-First Edition-ICE|d8c11a39e903addd
BBF-126-Bangford-Blue Battlefoil-First Edition-ICE|1aa156697143ad5f
BBF-127-Forcefield-Blue Battlefoil-First Edition-ICE|c82d666bb9430d5d
BBF-128-Amoeba-Blue Battlefoil-First Edition-ICE|724351c3c9493d5f
BBF-129-Action-Blue Battlefoil-2026 Edition-ICE|c4835ae1c349b9d7
BBF-130-Go-Cart-Blue Battlefoil-First Edition-ICE|342d830973c38df7
BBF-131-Castler-Blue Battlefoil-First Edition-ICE|78634919490db77d
BBF-16-Peppers-Blue Battlefoil-Julius Peppers Debut-ICE|d20959a93147adf5
BBF-20-Pet Dog-Blue Battlefoil-Ethan Petry Debut-ICE|1c295a036d0fe3f5
BBF-27-Line-Art-Blue Battlefoil-Matt Leinart Debut-ICE|9c2966295947a57d
BBF-28-ECKS-Blue Battlefoil-Dennis Eckersley Debut-ICE|b2c34a69c30e2dd7
BBF-28-Swoopes-Blue Battlefoil-Sheryl Swoopes Debut-ICE|36a3d823585aa35f
BBF-29-All day-Blue Battlefoil-Adrian Peterson Debut-ICE|f8837263592385dd
BBF-29-InVinceable-Blue Battlefoil-Vince Young Debut-ICE|722b9bc96409a977
BBF-29-Smoke-Blue Battlefoil-Dave Stewart Debut-ICE|7229cc69b886a3db
BBF-3-Dr. J-Blue Battlefoil-Julius Erving Debut-ICE|7099da63c90927d7
BBF-30-Man of Steal-Blue Battlefoil-Vince Coleman Debut-ICE|9883c61bd82f295f
BBF-30-Slash-Blue Battlefoil-Kordell Stewart Debut-ICE|d60b5ce3c325215f
BBF-30-Smoltzie-Blue Battlefoil-John Smoltz Debut-ICE|1c09f2e979098d77
BBF-31-Pudge-Blue Battlefoil-Carlton Fisk Debut-ICE|f62352d98323a557
BBF-31-Showtime-Blue Battlefoil-First Edition-ICE|7609d84b6323a9dd
BBF-31-Tikoff-Blue Battlefoil-Fred Biletnikoff Debut-ICE|7423c389f8462d7d
BBF-32-Bone-Blue Battlefoil-Jay Buhner Debut-ICE|1ca9c66371870b7d
BBF-32-Matata-Blue Battlefoil-First Edition-ICE|f629da636113895d
BBF-32-Vlad the Impaler-Blue Battlefoil-Vladimir Guerrero Sr. Debut-ICE|32897893c923addd
BBF-33-Billhook-Blue Battlefoil-Chauncey Billups Debut-ICE|7c29d24929538ddd
BBF-33-Gaveler-Blue Battlefoil-First Edition-ICE|f08552cb682ba377
BBF-33-Kurse-Blue Battlefoil-Jevon Kearse Debut-ICE|d683f0293343a97d
BBF-34-Burrocious-Blue Battlefoil-First Edition-ICE|52894c63e90b27fd
BBF-34-Deep Freeze-Blue Battlefoil-George Gervin Debut-ICE|9889e683796c8d57
BBF-34-Mull & Bones-Blue Battlefoil-Chris Mullin Debut-ICE|7223d9a968438d7d
BBF-35-Bells-Blue Battlefoil-George Bell Debut-ICE|762d496d5903a1dd
BBF-35-Victory-Blue Battlefoil-First Edition-ICE|0ec972199107ab7f
BBF-35-Woody-Blue Battlefoil-Darren Woodson Debut-ICE|5683d649f1c90977
BBF-36-Coopanova-Blue Battlefoil-Cynthia Cooper Debut-ICE|d6096663490f3d5d
BBF-36-Rainestorm-Blue Battlefoil-Tim Raines Debut-ICE|a627dc3961d3095d
BBF-36-Shrouded-Blue Battlefoil-First Edition-ICE|98896c5b89e13757
BBF-37-Hard-Drive-Blue Battlefoil-Tim Hardaway Debut-ICE|f829c6c37025297f
BBF-37-Taze'em-Blue Battlefoil-First Edition-ICE|74c95a03d969235f
BBF-37-The Red Baron-Blue Battlefoil-Rick Sutcliffe Debut-ICE|92a9d2b9300f8ddd
BBF-38-BuckShot-Blue Battlefoil-Buck Showalter Debut-ICE|f20b4c29994327fd
BBF-38-Caliber-Blue Battlefoil-First Edition-ICE|32c3d401e34db977
